date;bikes
2025-03-27;901465,900636,902008,902390,900077,900383,901312,901250,902603,903055,900207,901235,900938,902941,901764,900678,901354,900972,901487,902289,901495,901357,901220,902997,902195,901705,902209,902681,900396,900881,902646,902166,902251,901346,901256,902559,901921,901673,902693,900946,902281,902523,902727,901561,902683,901609,902747,902414,902450,900951,900495,900914,902621,900237,902206,901045,902861,900478,902956,902218,901493,901696,900311,902943,901524,900667,902826,900290,902618,902939,902132,901966,902884,903213,900003,902576,902790,902926,901954,900320,900925,903029,901079,902152,901398,900322,900408,900401,901461,900770,902073,902732,902090,902691,902690,902087,902933,902731,901855,902232,901798,902364,901991,900993,900116,900963,902474,902273,901819,900542,901590,902920,902373,900521,902167,901300,900433,902753,902227,900736,900746,901419,902811,901090,900627,901502,902807,900163,900941,901230,901876,901266,900859,901188,901411,901846,900211,902142,902216,900470,900394,902380,901459,902176,900235,902628,902047,901358,901414,902485,900563,901529,900774,902253,901517,900191,902330,901086,900338,902312,901408,902343,901923,901986,902694,903192,901630,902599,900328,901492,902843,902007,901942,902490,901844,900182,902422,901894,902114,902434,902663,901105,900391,900178,900691,902785,902223,900135,900196,900701,900033,901372,902831,901824,901273,902356,901178,902900,900013,902069,902855,902015,900346,902372,901990,901569,902031,901442,900032,901943,901180,902238,900418,901723,902928,902425,902708,900999,902610,902868,902052,900498,901071,902205,900240,902640,900421,900949,902904,900359,902365,902296,901012,902606,900049,901044,900365,901975,900969,900154,900018,902311,902680,901788,900298,902573,901226,901135,900605,900145,902686,901820,901675,901380,900536,900607,902915,900873,901891,902508,902983,902713,901324,901088,902196,901679,902631,902981,901845,901952,901515,902034,901448,900233,902899,902313,900034,902528,900620,900273,901416,902096,901159,901227,900184,901147,902568,901837,902527,901753,900280,900119,902398,902081,900019,900872,900028,900634,901244,902337,902269
2025-03-28;901465,900636,902008,902390,900077,900383,901312,901250,902603,903055,900207,901235,900938,902941,901764,900678,901487,901354,900972,902289,901495,901357,901220,902997,902195,901705,900874,902209,902681,900396,900881,902646,902166,901346,901256,902559,901921,901673,902693,900946,902281,902523,902727,901561,901609,902683,902747,902414,902450,900951,900914,900495,900237,902621,902206,901045,902861,900478,902956,902218,901493,901696,900311,902943,901524,900667,902826,900290,902618,902939,902132,901966,902884,903213,900003,902576,902790,902926,901954,900320,900925,901079,903029,902152,901398,900322,900408,900401,901461,900770,902073,902732,902090,902691,902690,902087,902933,901855,902731,902232,901798,902364,901991,900993,900116,900963,902474,902273,901819,900542,901590,902920,902373,900521,902167,901300,900433,902753,902227,900736,900746,901419,902811,901090,900627,901502,902807,900941,900163,900859,901876,901230,901266,901411,901846,900211,902142,902216,900470,900394,902380,901459,902176,902628,900235,902047,901358,901414,902485,900563,901529,900774,901517,902253,900191,902330,901086,900338,901408,902312,902343,901923,901986,902694,903192,901630,902599,900328,901492,902843,902007,901942,902490,901844,900182,902422,901894,902114,902434,902663,901105,900391,900178,900691,902785,902223,900135,900196,900701,900033,901372,902831,901824,901273,902356,901178,900013,902900,902069,902855,902015,900346,902372,901990,901569,902031,901442,900032,901943,901180,902238,900418,901723,902928,902708,902425,900999,902610,902868,902052,900498,901071,902205,900240,902640,900421,900949,902904,900359,902365,902296,901012,902606,900049,901975,901044,900365,900969,900154,900018,902311,901788,900298,902573,901226,901135,900605,900145,902686,901820,901675,901380,900536,900607,902915,900873,901891,902508,902713,902983,901324,901088,902196,901679,902631,902981,901845,901952,901515,901448,902034,900233,902528,902899,900034,902313,900620,900273,901416,902096,901159,901227,900184,901147,902568,901837,902527,901753,900280,900119,902398,902081,900019,900872,900028,900634,901244,902337,902269
2025-03-29;901465,900636,902008,902390,900077,900383,901312,901250,902603,903055,900207,901235,900938,902941,901764,900678,901487,901354,900972,902289,901495,901357,901220,902997,902195,901705,902209,902681,900396,900881,902646,902166,901346,901256,902559,901921,901673,902693,900946,902281,902523,902727,901561,901609,902683,902747,902414,902450,900951,900914,900495,902893,900237,902206,901045,902861,900478,902956,902218,901493,901696,900311,902943,901524,900667,902826,900290,902618,902939,902132,901966,902884,903213,900003,902576,902790,902926,901954,900320,900925,903029,901079,902152,901398,900322,900408,900401,901461,900770,902073,902732,902090,902691,902690,902087,902933,901855,902731,902232,901798,902364,901991,900993,900116,900963,902474,902273,901819,900542,901590,902920,902373,900521,902167,901300,900433,902753,902227,900736,900746,901419,902811,901090,900627,901502,902807,900163,900941,900859,901876,901230,901266,901411,901846,900211,902142,902216,900470,900394,902380,901459,901362,902176,902628,900235,902047,901358,901414,902485,900563,901529,900774,901517,902253,900191,902330,901086,900338,901408,902312,902343,901552,901923,901986,902694,903192,901630,902599,900328,901492,902843,902007,901942,902490,901844,900182,902422,901894,902114,902434,902663,901105,900391,900178,900691,902785,902223,900135,900196,900701,900033,901372,902831,901824,901273,902356,901178,900013,902900,902855,902015,900346,902372,901990,901569,902031,901442,900032,901943,901180,902238,900418,901723,902928,902425,902708,900999,902610,902868,902052,900498,901071,902205,900240,902640,900421,900949,902904,900359,902365,902296,901012,902606,900049,901975,901044,900365,900969,900154,900018,902311,901788,900298,902573,901226,901135,900605,900145,902686,901820,901675,901380,900536,900607,902915,900873,901891,902508,902713,902983,901324,901088,902196,901679,902631,902981,901845,901952,901515,901448,900233,902528,902899,900034,902313,900620,900273,901416,902096,901159,901227,900184,901147,902568,901837,902527,901753,900280,900119,902398,902081,900019,900872,900028,900634,901244,902337,902269
2025-03-30;901159,902031,900290,902096,901044,902047,901071,902693,900536,900135,902785,902694,902807,900034,902205,900701,901372,901679,902434,900873,900235,901235,902826,900941,901630,900145,900033,900049,901300,900421,901798,903213,902176,900237,901819,902691,902273,900191,900418,901461,901942,900322,902559,900394,900182,902206,901354,902281,901590,900636,901086,903192,901448,902843,902380,901609,901990,900774,901220,902928,901894,902747,901357,902811,902915,902713,900119,901226,900019,902523,900391,901517,900969,900678,900495,900620,902956,900013,902603,902663,902142,900338,902576,901492,902708,901459,901090,903055,900746,900396,902052,900872,901411,901442,901824,900946,902073,901705,900359,902372,900383,902313,902081,900949,901012,900859,900003,902152,900433,901273,902008,902941,900184,900273,901991,901487,900498,900116,902373,901846,902527,900233,901105,901230,901954,902753,901837,902090,900914,902398,901312,901952,900938,902132,902983,900691,902166,901673,902573,902390,902686,902731,901844,902343,900667,902485,901414,901876,902312,902861,902610,902855,900028,901079,902997,902296,901552,900972,901324,901845,900478,901244,902681,900196,902606,901923,901495,900178,902621,902631,902690,901266,901820,902508,900298,900207,900708,900925,902195,900018,902868,902899,900627,901493,900607,902618,902223,902683,901135,901855,900963,900408,902490,900154,902238,902232,901408,902253,902337,902474,901921,901398,901147,901180,900311,901986,903029,902884,901788,900163,902599,900993,902364,901753,901416,901227,901362,900280,902356,900542,900951,902981,902007,901380,900736,902114,901891,901529,902943,900521,901675,901088,900328,901561,901465,900563,902330,902933,902727,900211,902732,902450,900881,900470,900320,901045,902568,902365,901696,900346,901502,901178,901515,901966,902422,902414,902209,901256,902218,902227,902628,902289,900077,900401,902015,901975,901569,902790,902196,902904,902900,902920,901524,901358,901346,901419,902425,902167,900605,901764,902939,900999,901723,902640,902646,900240,901943,902216,900770,900634,900032,901250,902269,902311,902528,900365,902926,902087,902831
2025-03-31;901159,902031,900290,902096,901044,902047,901071,902693,900536,900135,902785,902694,902807,900034,902205,900701,901372,901679,902434,900873,900235,901235,902826,900941,901630,900145,900049,900033,901300,900421,901798,900237,902176,901819,902691,902273,900191,900418,901461,901942,900322,902559,900394,900182,902206,901354,902281,901590,900636,901086,903192,901448,902843,902380,901609,901990,900774,901220,902928,901894,902747,901357,902811,902915,902713,900119,901226,902523,900391,901517,900019,900969,900678,900495,900620,902956,900013,902663,902603,902142,900338,902576,901492,902708,901459,901090,903055,900746,900396,902052,900872,901442,901824,900946,901411,902073,901705,900359,902372,900383,902313,902081,900949,901012,900859,900003,902152,900433,901273,902008,902941,900184,900273,901991,901487,900498,900116,902373,901846,902527,900233,901105,901230,901954,902753,901837,902090,902398,901312,901952,900938,902132,902983,901673,900691,902573,902166,902390,902686,902731,901844,902343,900667,902485,901414,901876,902312,902861,902610,902855,900028,901079,902997,902296,901552,900972,901324,901845,900478,901244,902681,900196,902606,901923,901495,900178,902621,902631,902690,901266,901820,902508,900298,900207,900925,902195,900018,902868,902899,900627,901493,900607,902618,902223,902683,901135,901855,900963,900408,902490,900154,902238,902232,901408,902253,902337,902474,901398,901921,901147,901180,900311,901986,903029,902884,901788,900163,902599,900993,902364,901753,901416,901227,901362,900280,902356,900542,900951,902981,902007,901380,900736,902114,901891,902943,901529,900521,901675,900328,901088,900563,901561,901465,902330,902933,902727,900211,902732,902450,900881,900470,900320,901045,902568,902365,901696,901502,900346,901178,901515,901966,902422,902414,902209,901256,902218,902227,902628,902289,900077,900401,902015,901975,901569,902790,902196,902904,902900,902920,901524,901358,901346,901419,902425,902167,900605,901764,902939,900999,901723,902640,902646,900240,901943,902216,900770,900634,900032,901250,902269,902311,902528,900365,902926,902087,902831
2025-04-01;901159,902031,900290,902096,901044,902047,901071,902693,900536,900135,902785,902694,902807,900034,902205,900701,901372,901679,902434,900873,900235,901235,902826,900941,901630,900145,900033,900049,900421,901300,901798,902176,900237,901819,902691,902273,900191,900418,901461,901942,900322,902559,900394,900182,902206,901354,902281,901590,900636,901086,903192,901448,902843,902380,901609,901990,900774,901220,902928,901894,901357,902811,902747,902915,902713,900119,901226,900019,900391,902523,901517,900969,900678,900495,900620,902956,900013,902603,902663,902142,900338,902576,901492,901459,902708,901090,903055,900746,900396,902052,900872,901411,901442,901824,900946,902073,901705,900359,902372,900383,902313,902081,900949,901012,900859,900003,902152,900433,901273,902008,902941,900184,900273,901991,901487,900498,900116,902373,901846,902527,900233,901105,901230,901954,902753,901837,902090,902398,901312,901952,900938,902132,902983,901673,900691,902166,902573,902390,902686,902731,901844,902343,900667,902485,901414,901876,902312,902861,902610,902855,900028,901079,902997,902296,901552,900972,901324,901845,900478,901244,902681,900196,902606,901923,900178,902621,902631,902690,901266,901820,902508,900298,900207,900925,902195,900018,902868,902899,900627,901493,900607,902223,902618,902683,901135,901855,900963,900408,902490,900154,902238,901408,902232,902253,902337,902474,901921,901398,901147,901180,900311,901986,903029,902884,901788,900163,902599,900993,902364,901753,901416,901227,901362,900280,902356,900542,900951,902981,902007,901380,900736,902114,901891,902943,901529,900521,901675,900328,901088,900563,901465,901561,902330,902933,902727,900211,902732,902450,900881,900470,900320,901045,902568,902365,901696,901502,900346,901178,901966,901515,902422,902414,902209,901256,902218,902227,902628,902289,900077,900401,902015,901975,901569,902790,902196,902904,902900,902920,901524,901358,901346,901419,902425,902167,900605,901764,902939,900999,901723,902646,902640,900240,901943,902216,900770,900634,900032,901250,902269,902311,902528,900365,902926,902087,902831
2025-04-02;901159,902031,900290,902096,901044,902047,901071,902693,900536,900135,902785,902694,902807,900034,902205,900701,901372,901679,902434,900873,900235,901235,902826,900941,901630,900145,900049,900033,900421,901300,901798,902176,900237,901819,902691,902273,900191,900418,901461,901942,900322,902559,900394,900182,902206,901354,902281,901590,900636,901086,903192,901448,902843,902380,901609,901990,900774,901220,902928,901894,901357,902811,902747,902915,902713,900119,901226,900391,901517,900019,902523,900969,900678,900495,900620,902956,900013,902603,902663,902142,900338,902576,901492,902708,901459,901090,900746,903055,900396,902052,900872,901442,901411,900946,902073,901824,901705,900359,902372,900383,902313,902081,900949,901012,900859,900003,902152,900433,901273,902941,900184,900273,901991,901487,900498,900116,901230,901846,902527,900233,902373,901105,901954,902753,901837,902090,902398,901312,901952,900938,902132,902983,901673,900691,902573,902166,902390,902686,902731,901844,902343,900667,902485,901414,901876,902312,902861,902610,902855,900028,901079,902997,902296,901552,900972,901324,901845,900478,901244,902681,900196,902606,901923,900178,902621,902631,902690,901266,901820,902508,900298,900207,900925,902195,900018,902868,902899,900627,901493,900607,902618,902223,902683,901135,901855,900963,902490,900408,900154,902238,902232,901408,902253,902337,902474,901921,901398,901147,901180,900311,901986,903029,902884,901788,900163,902599,900993,902364,901753,901416,901227,901362,900280,902356,900542,900951,902981,902007,901380,900736,902114,901891,902943,901529,900521,901675,901088,900328,901561,901465,900563,902330,902727,902933,900211,902732,902450,900881,900470,900320,901045,902568,902365,901696,900346,901502,901515,901178,901966,902422,902414,902209,901256,902218,902227,902628,902289,900077,900401,902015,901975,901569,902790,902196,902904,902900,902920,901524,901358,901346,901419,902425,902167,900605,901764,902939,900999,901723,902640,902646,900240,901943,900770,900634,900032,901250,902311,902528,900365,902926,902087,902831
2025-04-03;902499,900334,902096,902047,902694,902807,901372,902034,901679,902434,900873,901235,902826,900291,901630,900436,900145,900049,901798,901819,901461,901942,900394,900182,901354,901590,901086,903192,902843,901609,901990,900774,901220,902811,902747,901739,901357,900435,902713,903204,900119,902523,900391,900678,900620,902956,900013,902663,902603,902576,902708,901492,903055,900396,902052,900872,901411,902073,900946,901824,902372,900278,900859,902152,902941,900116,902373,901846,900233,902527,901105,902398,901809,900938,902132,900691,901632,900505,902686,901844,902343,901414,901876,902312,902861,902610,902855,900024,900028,901079,902997,900572,901547,901845,901244,902681,901923,900178,902621,902631,901938,901266,901820,900207,900826,900469,902195,900018,902868,902899,900627,900607,903060,901135,902238,902409,900932,901611,902474,901398,901921,901147,901180,900311,900771,903029,902884,901788,902971,900163,900993,902364,901386,901753,902356,900542,900951,901741,901380,902114,902943,902260,900521,901675,900563,901561,901465,902727,900211,901068,900320,901696,900310,901966,901178,902414,902209,901256,902227,900077,901569,902790,902904,902920,901358,901419,902167,900605,901764,902088,902646,900240,901446,900312,900266,900032,902311,902528,902087,902831,901159,900290,902031,901044,901409,900948,901071,900419,902693,900536,900135,902785,900034,900701,902205,900235,900941,900902,900033,900421,901300,902176,900237,902691,902273,900191,900418,900322,902559,902206,902281,901448,901125,902380,902928,901894,902915,901226,901517,900019,900969,901428,900495,902142,900338,901459,901090,900746,900753,901442,901705,900359,902332,901565,900383,902313,902081,900949,900003,900433,901273,900184,900273,901991,901487,900498,901230,901954,902753,901837,902090,901280,901312,901952,902983,901673,902573,902166,902390,902731,900474,901531,900667,902485,900855,902296,901552,900972,901324,900478,900196,902606,902690,902035,901992,900839,902508,900298,900925,900305,901493,902537,902223,902618,902683,901855,900963,902490,900408,900154,902232,901408,902253,902337,901986,902813,900061,902599,901416,901227,901362,900280,900058,902981,902007,900144,900736,901891,901529,901088,902330,902933,902732,902450,900881,900470,901045,902568,902365,900346,901502,901515,902422,902218,902628,902289,900401,902015,901975,902196,902900,901524,901346,902425,902939,900999,901723,902640,901943,900770,900634,901250,900365,902926
2025-04-04;902499,900334,902096,902047,902694,902807,901372,902034,901679,902434,900873,901235,902826,902297,900291,901630,900436,900049,901798,901819,901461,901942,900394,900182,901354,901590,901086,903192,902843,901609,901990,900774,901220,901357,902811,902747,901739,900435,902713,903204,900119,902523,900391,900620,902956,900013,902663,902603,902576,901492,902708,903055,900396,902052,900872,901411,902073,900946,901824,902372,900278,900859,902941,900116,902373,901846,900233,901105,902398,901809,902132,900691,901632,900505,902686,901844,902343,901414,902861,902610,902855,900024,900028,901079,902997,900572,901547,901845,901244,901923,902621,900178,902631,901938,901266,901820,900207,900826,900469,902195,900018,902868,902899,900627,900607,903060,901135,902238,900932,902409,902474,901611,901398,901921,901180,901147,900311,900771,903029,902884,901788,902971,900163,901386,901753,900542,900951,901741,901380,902114,902943,902260,900521,901675,900563,901465,901561,902727,900211,901068,901696,900310,901966,902414,901256,901624,902227,900077,901569,902790,902904,902920,901358,901419,900605,901764,902088,902646,900240,901446,900312,900266,900032,902311,902528,902087,902831,900290,901409,900948,900419,902693,900536,900135,902785,900701,900941,900902,900421,901300,902176,900237,902691,902273,900418,900322,902559,902206,902281,901448,901125,902380,902928,901894,902915,901226,901517,900019,900969,901428,902142,900338,901459,901090,900746,900753,901442,901705,902332,901565,900383,902313,902081,900949,900003,900433,901273,900184,900273,901991,901487,900498,901954,902753,901837,902090,901280,901312,901952,902983,902166,902573,902390,902731,900474,901531,900667,902485,900855,902296,901552,900972,900478,900196,902606,902690,902035,901992,900839,902508,900298,900305,901493,902537,902223,902618,902683,901855,900963,902490,900154,901408,902232,902337,901986,902813,900061,902599,901227,901362,900280,900058,902981,902007,900144,901891,901529,901088,902330,902933,902732,902450,900881,900470,901045,902568,902365,900346,901502,901515,902422,902218,902628,902289,900401,902015,901975,902900,901524,901346,902425,902939,900999,901723,902640,901943,900770,900634,901250,902926
2025-04-05;902499,900334,902096,902047,902906,902694,902807,901372,902034,901679,902434,900873,901235,902826,902297,900291,901630,900436,900049,901798,901819,901461,901942,900394,900182,901354,901590,901756,901086,903192,902843,901609,901990,900774,901220,901357,902811,902747,901739,900435,902713,903204,900119,902523,900391,900620,902956,900013,902663,902603,902576,902708,901492,903055,900396,902052,900872,901411,902073,900946,901824,902372,900278,900859,902941,900116,902373,901846,900233,901105,901608,901003,902398,901809,902132,900691,901632,900505,902686,901844,902343,901414,902861,902610,902855,900024,900028,901079,902997,900572,901547,901845,901244,901923,902621,902631,901938,901266,901820,900207,900826,900469,902195,900018,902868,902899,900627,903038,900607,903060,901511,901135,900677,902238,900932,902409,902474,901611,901398,901921,901180,901147,900311,900771,903029,902884,901788,902591,902971,900163,901386,901753,902661,900951,900542,901741,901380,902114,902943,902260,900521,901675,901561,901465,900563,902727,901068,901560,901696,901966,900310,902414,901256,902227,900077,901195,901569,902790,902904,902920,901358,901419,900605,901764,902088,902646,900240,901190,901446,900312,900266,900032,902311,902528,902087,902831,900290,901409,900948,900419,902693,900536,900135,902785,901783,900701,900165,900941,900902,901300,900421,902176,900237,902691,902273,900418,900322,902559,902206,902281,901448,901125,902380,902928,901894,902915,901226,901517,900884,900019,900969,901428,902142,900338,901459,900746,901090,902670,900753,901442,901705,902332,901565,900383,902313,900730,902081,900949,900003,900433,901273,900184,900273,901991,901487,900498,901954,902753,901837,902090,901280,901312,901952,902983,902166,902573,902390,902731,900637,900474,901531,900667,902485,902555,900855,900944,902296,901552,900972,900478,900196,902606,902690,902035,901992,900839,902508,900298,900305,901493,902537,902223,902618,902683,901855,900963,902490,900154,901408,902232,903037,902337,901986,902813,900061,902599,902677,901227,900389,901362,900280,900058,902981,902007,900144,901891,901529,901088,902330,902933,900398,902450,900881,900470,901045,902568,902365,900346,901502,901515,902422,902218,901535,902628,902289,902015,900401,901975,902109,902900,901524,901346,902425,902939,900999,901723,902640,901943,900770,900634,901250,902926
2025-04-06;902499,900334,902096,902047,902694,902807,901372,902034,901679,902434,900873,901235,902826,902297,900291,901630,900436,900049,901798,901819,901461,901942,900394,900182,901354,901590,901756,901086,903192,902843,901609,901990,900774,901220,902811,902747,901739,900435,902713,903204,900119,902523,900391,900620,902956,902663,902603,902576,901492,902708,903055,900396,902052,900872,901824,902073,901411,900946,902372,900278,900859,902941,900116,902373,901846,900233,901105,901608,901003,902398,901809,902132,900691,901632,900505,902686,901844,902343,901414,902861,902610,902855,900024,900028,901079,902997,900572,901547,901845,901244,901923,902621,902631,901938,901266,900207,900826,900469,902195,900018,902868,902899,900627,903038,900607,903060,901511,900677,900932,902409,902238,902474,901611,901398,901921,901147,901180,900311,900771,903029,902884,902591,902971,900163,901386,901753,902661,900542,900951,901741,901380,902114,902943,902260,900521,901675,900563,901465,902727,901068,901560,901696,901966,900310,902414,901256,902227,900077,901195,901569,902790,902904,902920,901358,901419,900605,901764,902088,902646,901190,901446,900312,900266,900032,902311,902528,902087,902831,900290,901409,900948,900419,902693,900536,900135,902785,901783,900701,900165,900941,900902,901300,900421,902176,900237,902691,902273,900418,902559,902206,902281,901448,901125,902380,902928,901894,902915,901226,901517,900884,900019,900969,901428,902142,900338,901459,900746,901090,902670,900753,901442,901705,902332,901565,902313,900730,902081,900949,900003,900433,901273,900184,901991,901487,900498,901954,902753,901837,902090,901280,901312,901952,902983,902166,902573,902390,902731,900637,900474,901531,900667,902485,902555,900855,900944,902296,901552,900972,900478,902606,902690,902035,900839,902508,900298,900305,901493,902537,902223,902618,902683,901855,900963,902490,900154,902232,903037,902337,901986,902813,900061,902599,902677,901227,900389,901362,900280,900058,902981,900144,901891,901529,901088,902330,902933,902732,900398,902450,900881,900470,901045,902568,902365,900346,901502,901515,902422,902218,901535,902628,902289,902015,900401,901975,902109,902900,901524,901346,902425,902939,900999,902640,901943,900770,900634,901250
2025-04-07;902499,900334,902096,902047,902694,902807,901372,902034,901679,902434,900873,901235,902826,902297,900291,901630,900436,900049,901798,901819,901461,901942,900394,900182,901354,901590,901756,901086,903192,902843,901990,901609,900774,901220,902811,901739,902747,900435,902713,903204,900119,902523,900391,900620,902956,902603,902663,902576,901492,902708,903055,900396,902052,900872,901824,901411,900946,902073,902372,900278,900859,902941,900116,902373,901846,900233,901105,901608,901003,902398,901809,902132,900691,901632,900505,902686,901844,902343,901414,902861,902610,902855,900024,900028,901079,902997,900572,901547,901845,901244,901923,902621,902631,901938,901266,900207,900826,900469,902195,900018,902868,902899,900627,903038,900607,903060,901511,900677,902238,902409,900932,902474,901611,901398,901921,901147,901180,900311,900771,903029,902884,902591,902971,900163,901386,901753,902661,900493,900542,900951,901741,901380,902114,902943,902260,900521,901675,900563,901465,902727,901068,901560,901696,900310,901966,902414,901256,902227,900077,901195,901569,902790,902904,902920,901358,901419,900605,901764,902088,902646,901446,901190,900312,900266,900032,902311,902528,902087,902831,900290,901409,900948,900419,902693,900536,900135,902785,901783,900701,900165,900941,900902,901300,900421,902176,900237,902691,902273,900418,902559,902206,902281,901448,901125,902380,902928,901894,902915,901226,901517,900884,900019,900969,901428,902142,900338,901459,900746,901090,902670,900753,901442,901705,902332,901565,902313,900730,902081,900949,900003,900433,901273,900184,901991,901487,900498,901954,902753,901837,902090,901280,901312,901952,902983,902166,902573,902390,902731,900637,900474,901531,900667,902485,902555,900855,900944,902296,901552,900972,900478,902606,902035,900839,902508,900298,900305,901493,902537,902223,902618,902683,901855,900963,902490,900154,902232,903037,902337,901986,902813,900061,902599,902677,901227,900389,901362,900280,900058,902981,900144,901891,901529,901088,902330,902933,902732,900398,902450,900881,900470,901045,902568,902365,900346,901502,901515,902422,902218,901535,902628,902289,900401,902015,901975,902109,902900,901524,901346,902425,902939,900999,902640,901943,900770,900634,901250
2025-04-08;902499,900334,902096,902047,902694,902807,901372,902034,901679,902434,900873,901235,902826,902297,900291,901630,900436,900049,901798,901819,901461,901942,900394,900182,901354,901590,901756,901086,903192,902843,901990,901609,900774,901220,902811,902747,901739,900435,902713,903204,900119,902523,900391,900620,902956,902603,902663,902576,901492,902708,903055,900396,902052,900872,901824,901411,900946,902073,902372,900278,900859,902941,900116,902373,901846,900233,901105,901608,901003,902398,901809,902132,900691,901632,900505,902686,901844,902343,901414,902861,902610,902855,900024,900028,901079,902997,900572,901547,901845,901244,901923,902621,902631,901938,901266,900207,900826,900469,902195,900018,902868,902899,900627,903038,900607,903060,901511,900677,900932,902409,902238,902474,901611,901398,901921,901147,901180,900311,900771,903029,902884,902591,902971,900163,901386,901753,902661,900542,900951,901741,901380,902114,902943,900521,902260,901675,900563,901465,902727,901560,901696,901966,900310,902414,901256,902227,900077,901195,901569,902790,902904,902920,901358,901419,900605,901764,902088,902646,901446,901190,900312,900266,900032,902311,902528,902087,902831,900290,901409,900948,900419,902693,900536,900135,902785,901783,900701,900165,900941,900902,900421,901300,902176,900237,902691,902273,900418,902559,902206,902281,901448,901125,902380,902928,901894,902915,901517,900884,900019,900969,901428,902142,900338,901459,900746,901090,902670,900753,901442,901705,902332,901565,902313,900730,902081,900949,900003,900433,901273,900184,901991,901487,900498,901954,902753,901837,902090,901280,901312,901952,902983,902573,902166,902390,902731,900637,900474,901531,900667,902485,902555,900855,900944,902296,901552,900972,900478,902606,902035,900839,902508,900298,900305,901493,902537,902223,902618,902683,901855,900963,902490,901352,900154,902232,903037,902337,901986,902813,900061,902599,902677,901227,900389,901362,900058,900280,902981,900144,901891,901529,901088,902330,902933,902732,900398,902450,900881,900470,901045,902568,902365,900346,901502,901515,902422,902218,901535,902628,902289,900401,902015,901975,902109,902900,901524,901346,902425,902939,900999,902640,901943,900770,900634,901250
2025-04-09;902499,900334,902096,902047,902694,902807,901372,902034,901679,902434,900873,901235,902826,902297,900291,901630,900436,900049,901798,901819,901461,901942,900394,900182,901354,901590,901756,901086,903192,902843,901609,901990,900774,901220,902811,902747,901739,900435,902713,903204,900119,902523,900391,900620,902956,902663,902603,902576,902708,901492,903055,900396,902052,900872,901824,901411,900946,902073,902372,900278,900859,902941,900116,902373,901846,900233,901105,901608,901003,902398,901809,902132,900691,901632,900505,902686,901844,902343,901414,902861,902610,902855,900024,900028,901079,902997,900572,901547,901845,901244,901923,902621,902631,901938,901266,900207,900826,900469,902195,900018,902868,902899,900627,903038,900607,903060,901511,900677,902238,902409,900932,901611,902474,901398,901921,901147,901180,900311,900771,903029,902884,902591,902971,900163,901386,901753,902661,900542,900951,901741,901380,902114,902943,900521,902260,901675,900563,901465,902727,901560,901696,900310,901966,902414,901256,902227,900077,901195,901569,902790,902904,902920,901358,901419,900605,901764,902088,902646,901190,901446,900312,900266,900032,902311,902528,902087,902831,900290,901409,900948,900419,902693,900536,900135,902785,901783,900701,900165,900941,900902,900421,901300,902176,900237,902691,902273,900418,902559,902206,902281,901448,901125,902380,902928,901894,902915,901517,900884,900019,900969,901428,902142,900338,901459,900746,901090,902670,900753,901442,901705,902332,901565,902313,900730,902081,900949,900003,900433,901273,900184,901991,901487,900498,901954,902753,901837,902090,901280,901312,901952,902983,902573,902166,902390,902731,900637,900474,901531,900667,902485,902555,900855,900944,902296,901552,900972,900478,902606,902035,900839,902508,900298,900305,901493,902537,902223,902618,902683,901855,900963,902490,901352,900154,902232,903037,902337,901986,902813,900061,902599,902677,901227,900389,901362,900058,900280,902981,900144,901891,901529,901088,902330,902933,902732,902450,900398,900881,900470,901045,902568,902365,900346,901502,901515,902422,902218,901535,902628,902289,900401,902015,901975,902109,902900,901524,901346,902425,902939,900999,902640,901943,900770,900634,901250
